PriceOfSqwMeter	NumberOfRooms	RealtyProposalID	GpsLongitude	GpsLatitude
44827	1	818043050	45.9633086111	51.5676648983
40714	1	818057542	46.133224	51.477075
58125	1	818095566	46.023531	51.531203
32812	1	818112049	46.066299	51.57432
30000	1	818140391	46.0049661693	51.547163478
25000	1	818154912	46.015994	51.601253
30930	1	818190721	45.910064	51.465703
52800	1	818226588	45.972156	51.568895
36458	1	818245768	46.057289	51.546441
39062	1	818312199	45.9878864233	51.5108307259
49549	1	818414684	46.0118615291	51.5267582735
46753	1	818437696	46.0950584707	51.498265135
36600	1	818478148	45.9700356646	51.5455708495
41891	1	818502068	46.117315	51.488646
34500	1	818520394	45.918688	51.496828
32638	1	818555207	46.113677	51.491091
52500	1	818566551	46.1309786138	51.4769650827
33018	1	818611887	45.9429500689	51.5024117254
36956	1	818846390	45.932738	51.589867
29545	1	818857243	46.126783	51.485489
70431	1	818928763	46.0234147199	51.5299588863
26785	1	818998573	46.1258621626	51.4762653936
55882	1	819009908	46.043141	51.528934
50819	1	819110734	45.975866	51.563884
44500	1	819139960	46.0176092721	51.6027147684
31666	1	819258543	46.138928	51.479841
51764	1	819274703	45.953022	51.502104
31111	1	819373481	45.9249930405	51.5916563725
47321	1	819374062	46.1236978307	51.4715420264
39655	1	819450952	45.98997	51.557591
37240	1	819625559	45.978265	51.535394
27659	1	819645268	45.915553	51.505423
49137	1	819670500	46.041524	51.527102
37755	1	819703995	46.021249	51.51878
48823	1	819746437	45.9775946958	51.5638395481
32317	1	819751975	45.9748551693	51.6001889111
50000	1	819767328	46.064242	51.568167
78461	1	819846569	45.9994314405	51.5242652345
38333	1	819873799	45.952743	51.51169
60000	1	819883659	46.090991422	51.5016187838
42325	1	819888660	46.0054519502	51.5189225894
34375	1	819892644	46.112212	51.490587
32352	1	819897751	46.170998	51.494635
43750	1	819961314	46.044021	51.53759
39333	1	819966760	46.000713	51.559568
36666	1	819968259	46.137123	51.485074
70312	1	820013744	45.992844	51.522428
55000	1	820081585	46.0299	51.542301
64784	1	820088114	46.009831	51.518982
27868	1	820180066	46.017584	51.601415
40625	1	820235966	45.9958674502	51.5980538686
34027	1	820246816	46.132945	51.476122
30882	1	820521581	46.009625	51.575557
30000	1	820551479	45.922991	51.470691
37298	1	820559766	45.984508	51.517418
36666	1	820582925	45.885442	51.47942
49687	1	820586097	46.043788	51.538694
34736	1	820598596	45.983044	51.586901
63897	1	820599614	46.025633	51.528531
48103	1	820618478	45.9921207182	51.5615316313
37931	1	820650611	46.139422	51.478982
40909	1	820676166	45.9930941018	51.5415099041
36666	1	820677348	46.095441	51.498773
32608	1	820735718	45.936179	51.500153
25000	1	820770123	45.963856	51.511342
55000	1	820794450	46.0011828774	51.5222391377
28333	1	820815274	45.975399	51.540184
43000	1	820850245	46.070072	51.577751
30769	1	820855301	45.931094	51.593744
46428	1	820858497	46.002573	51.518382
50000	1	820907395	45.9821810284	51.5373579052
72115	1	820907686	46.013604	51.536778
40270	1	820911611	45.9715597011	51.587695096
74324	1	821007462	46.063182	51.530055
36451	1	821009379	45.9401152229	51.5887698058
40000	1	821021214	46.138156	51.467111
32812	1	821022006	45.922551	51.590617
36250	1	821065816	46.066299	51.57432
36666	1	821090962	45.9806433834	51.5243976235
38461	1	821105689	46.1718657148	51.5028304104
29166	1	821114105	45.927573	51.498695
35000	1	821136113	46.135488	51.479055
75555	1	821136497	45.999463627	51.5241514582
30645	1	821216233	45.967197	51.599121
45952	1	821399901	46.027986	51.524026
28571	1	821461984	45.948944	51.50979
39756	1	821711456	45.932711	51.492605
30000	1	821713616	45.9373158307	51.5940496352
47058	1	821771470	46.0777618113	51.5854349811
34216	1	821898844	46.142737	51.469625
34074	1	821937172	46.0015162813	51.5144239512
53333	1	821973541	46.0087699179	51.5376741314
47500	1	822260618	45.967386	51.574292
35357	1	822308037	45.965634	51.590818
40000	1	822367529	45.982801	51.510401
42363	1	822443548	46.022363	51.571039
29347	1	822472859	45.927573	51.498701
30000	1	822479125	45.923369	51.496559
68000	1	822483647	46.0253287147	51.5406943755
37500	1	822502117	45.925039	51.501969
54000	1	822511397	46.009625	51.575557
29090	1	822512851	46.015994	51.601253
47500	1	822525741	46.013604	51.536778
32653	1	822682834	46.172795	51.49671
44500	1	822688875	45.9745543082	51.5356332245
40000	1	822703156	45.973333	51.585586
40886	1	822714532	46.013416	51.61296
35211	1	822793522	45.96081	51.592799
38157	1	822801310	46.151442	51.473603
29166	1	822802041	46.149771	51.479756
38696	1	822830671	46.012266	51.605605
34883	1	822841185	45.935417648	51.5949656178
30000	1	822855708	45.927932	51.464805
35535	1	822904532	45.970773	51.543478
31896	1	823036198	45.916748	51.598925
36206	1	823168124	45.990311	51.599787
30000	1	823239879	46.1202062797	51.4680564048
28761	1	823272244	46.056786	51.551543
35714	1	823294737	45.954037	51.50905
28125	1	823361225	46.1254692037	51.4786947924
53846	1	823368184	45.944865	51.504285
41333	1	823382372	46.143078	51.477535
71428	1	823400103	46.004424	51.526452
32857	1	823413545	46.0364338209	51.3906395279
36681	1	823478385	46.163335	51.491585
29069	1	823539068	45.9578560631	51.4988351415
46153	1	823554501	45.97698	51.584019
47731	1	823557738	46.014	51.613564
38709	1	823569064	46.01991	51.52945
30307	1	823666063	46.0307599153	51.524028666
45161	1	823734972	46.069551	51.572567
26792	1	823772086	45.857881	51.587304
32142	1	823778210	46.018985	51.611891
38372	1	823820868	46.1261	51.476907
39325	1	823857229	46.023989	51.536274
37096	1	823866293	46.0396618143	51.4060264117
43750	1	824021948	46.137886	51.477367
40500	1	824029996	46.13626	51.46967
41860	1	824105122	45.994497	51.600408
34883	1	824111755	45.9555340159	51.5065820022
43902	1	824149048	46.032711	51.528957
66193	1	824153449	46.123001	51.487766
30312	1	824211824	45.891451	51.481041
42461	1	824216152	46.140967	51.47901
50431	1	824260073	42.827594	50.362593
33111	1	824334740	45.936331	51.595054
42682	1	824378542	45.96806	51.586907
37903	1	824390743	46.113946	51.495376
31250	1	824407198	46.0158783821	51.6092792185
62656	1	824466515	45.924455	51.489611
37500	1	824500140	45.962014	51.592278
56818	1	824554956	46.010164	51.532851
50000	1	824655322	46.10941	51.493234
38888	1	824718591	46.000291	51.551627
45454	1	824750286	46.0525619813	51.5261965842
37027	1	824762731	46.014503	51.605862
33823	1	824771616	46.019084	51.601941
36363	1	824800890	45.969084	51.600094
34528	1	824829426	46.15782	51.48421
41129	1	824865047	45.96859	51.591943
32000	1	825000049	46.168339	51.49085
30681	1	825062330	45.968895	51.600643
56764	1	825252876	46.009957	51.517626
33846	1	825254969	45.994991	51.609738
48571	1	825287016	46.01665	51.525684
36463	1	825344273	45.994506	51.600408
48333	1	825395363	45.9550395423	51.4968000845
31428	1	825414133	45.938047	51.501409
31578	1	825430333	45.971222	51.6115
43750	1	825553988	45.977968	51.568369
36230	1	825578131	46.120127	51.497815
39090	1	825659255	45.9966021711	51.6007797113
29443	1	825668567	45.995746	51.518018
33750	1	825775560	45.994605	51.610029
30263	1	825815072	45.9478893942	51.5110450301
41666	1	825820129	46.006831	51.517312
40625	1	825826063	45.9709421311	51.5413217112
34591	1	825850826	45.940787	51.494277
48275	1	825883165	45.972605	51.594847
50000	1	825885530	45.965131	51.590326
37068	1	825887453	45.9946025344	51.6003749728
32142	1	825894030	46.034158	51.533103
31707	1	825895438	45.994991	51.609738
32051	1	825940930	45.9675979459	51.5813060083
28735	1	825950865	46.126783	51.485489
37500	1	825983640	46.004448	51.607086
33333	1	825999428	45.942332	51.497574
32222	1	826021906	45.977896	51.583862
42500	1	826033907	45.981705	51.525034
36052	1	826041968	45.960855	51.597728
36250	1	826056617	45.9816191693	51.505382782
40612	1	826094263	46.0286467843	51.5407115078
58823	1	826098768	46.0299	51.542301
33000	1	826101815	45.982172	51.608323
54918	1	826119610	46.10941	51.493234
44000	1	826161007	45.937948	51.509162
34772	1	826191387	46.011179	51.535887
54545	1	826207305	46.119884	51.495336
41666	1	826261044	46.087805	51.455686
27500	1	826305007	46.163758	51.478635
29807	1	826337422	45.987014	51.530262
28750	1	826339323	46.0921096278	51.4994538018
42380	1	826344838	45.9759850344	51.5384895249
30681	1	826346163	46.151442	51.473603
31944	1	826348424	46.138928	51.479841
50444	1	826356733	46.0199102884	51.5445747589
41538	1	826364354	45.9401468626	51.5852579752
45121	1	826372773	45.917736	51.496121
42222	1	826491260	45.967925	51.580381
39655	1	826508801	45.965023	51.532761
53846	1	826516620	46.000884	51.527001
52325	1	826526846	46.013353	51.533388
40178	1	826579155	45.912858	51.587421
48333	1	826586534	45.954998	51.498146
40937	1	826606323	46.068779	51.575948
43373	1	826631742	46.131751053	51.4802424187
47297	1	826678747	45.951288	51.517474
37857	1	826690931	46.092036	51.499452
29000	1	826708297	45.949204	51.513231
32978	1	826777640	45.932262	51.593771
36363	1	826789849	45.994658271	51.5435566515
55769	1	826904574	46.044372	51.52857
47297	1	826942525	46.006229	51.533876
53571	1	826945185	46.006229	51.533876
53271	1	826948557	46.011062	51.531825
47520	1	826953615	46.039943	51.532066
32978	1	826955900	46.0469422357	51.5487457829
32954	1	827032484	45.917422	51.608603
43333	1	827036680	46.053573	51.550704
32786	1	827092964	46.012796	51.604782
35555	1	827094207	45.9940041852	51.6118459338
34722	1	827173613	45.8903663228	51.4810763892
79518	1	827198916	46.013604	51.536778
42857	1	827264285	45.981112	51.522994
36363	1	827308308	45.967997	51.51479
44117	1	827314444	45.978471	51.539613
50684	1	827340775	46.068114	51.572859
35555	1	827361857	46.072103	51.582111
33962	1	827364260	45.944596	51.503135
42483	1	827366250	46.129909	51.476026
38732	1	827368551	46.129909	51.476026
30000	1	827369605	46.00543	51.607764
40681	1	827372474	46.005924	51.608631
40681	1	827377871	46.110011	51.504021
64814	1	827381173	46.017036	51.522669
29545	1	827461904	45.935496	51.495129
33000	1	827510687	45.916092	51.499441
34883	1	827572647	46.139467	51.488069
35869	1	827641457	45.921069	51.502687
31971	1	827662709	45.944596	51.503135
30555	1	827685946	45.936331	51.595048
55000	1	827715519	46.095008	51.498188
32685	1	827780332	45.979765	51.52722
71818	1	827788110	46.026202	51.530058
64179	1	827806852	46.034158	51.533103
40000	1	827834192	46.0163111746	51.5724257092
32407	1	827872854	46.1291020999	51.479686823
32258	1	827891991	45.928722	51.466685
32812	1	827958147	45.9765407576	51.5869027629
44477	1	827974604	45.972147	51.56889
42187	1	828015392	45.9796684062	51.5664545604
51630	1	828087449	45.992278	51.543237
45909	1	828132997	46.095441	51.498773
40315	1	828133021	46.1093680693	51.5037765778
31666	1	828133421	45.9268835106	51.5892051571
43243	1	828173518	45.949168	51.513966
40000	1	828178094	45.964152	51.567977
43902	1	828179605	46.122067	51.476295
39428	1	828180631	45.965464	51.568878
28260	1	828262014	45.930133	51.596872
34325	1	828326825	45.969102	51.543427
36923	1	828370572	46.012149	51.573122
40410	1	828380953	45.966479	51.591075
31578	1	828466954	45.998081	51.608284
35365	1	828598178	45.954549	51.499575
25274	1	828729502	45.9566960602	51.4958965918
29411	1	828731727	45.987041	51.605135
31746	1	828734462	45.9562628698	51.4959966459
42187	1	828735916	45.9379540185	51.4965713667
67021	1	828739260	46.004037	51.528183
30468	1	828808522	45.920494	51.470915
32666	1	828863495	46.118258	51.470169
33333	1	828870341	45.958151	51.505625
31034	1	828871286	45.97398	51.582788
35416	1	828871797	46.144067	51.469631
32647	1	828928074	46.124385	51.477316
30000	1	828966327	45.9924163174	51.6106034796
34146	1	828981009	46.0201424365	51.5695323369
31182	1	828993425	45.938047	51.501409
37500	1	829056460	45.927492	51.487581
40384	1	829094196	46.131751	51.480239
38035	1	829190134	45.9830138257	51.5092219206
29687	1	829249907	45.980636	51.604575
25000	1	829259683	46.111537	51.471987
63750	1	829300252	46.054729	51.531019
33888	1	829330326	46.1269	51.485674
46825	1	829348668	46.121797	51.491411
53333	1	829433435	46.065976	51.52992
29166	1	829498545	45.937301	51.508444
39189	1	829510101	45.917637	51.497417
46093	1	829514509	45.9712775285	51.5715160896
32903	1	829514701	45.904234	51.477653
50793	1	829527136	45.968419	51.543108
47826	1	829563888	45.938047	51.501409
46296	1	829636362	46.133287	51.476009
29069	1	829652271	45.959283	51.597991
35593	1	829727179	46.0697695582	51.5817628947
56250	1	829733717	46.001468	51.571677
48192	1	829767746	46.133664	51.478405
57894	1	829792411	46.074708	51.575674
38648	1	829801749	46.141111	51.469401
41176	1	829823666	46.123486	51.479639
57894	1	829836123	45.979702	51.521139
49166	1	829837004	46.012212	51.575876
32608	1	829870811	45.99871	51.571756
60000	1	829912229	45.997524	51.525908
38402	1	829912538	46.147902	51.481265
31250	1	829968062	45.919632	51.503691
43333	1	830015485	46.034158	51.533103
34375	1	830055414	45.9614984794	51.5122797565
29629	1	830074838	45.961457	51.592223
50131	1	830166074	45.980699	51.521969
28859	1	830169042	46.145944	51.471538
46842	1	830201132	46.072336	51.577247
30000	1	830214393	46.004549	51.537657
33870	1	830221155	46.080421	51.578948
45135	1	830230808	46.0181089312	51.521242412
51408	1	830231285	46.010415	51.536179
58888	1	830248950	45.977426	51.507111
36666	1	830350890	45.9982833545	51.5428169538
36363	1	830408514	45.971599	51.604335
42500	1	830416567	45.987382	51.511696
64130	1	830418599	46.013577	51.536772
45952	1	830467793	45.931175	51.485085
43650	1	830469582	46.0096988413	51.5690608069
42941	1	830547045	46.003453	51.527802
36111	1	830615030	45.961789	51.596631
31372	1	830615278	46.161135	51.478657
37500	1	830715782	46.017207	51.60405
34868	1	830810211	45.9658612717	51.5795773836
37000	1	830896115	45.964197	51.60057
38880	1	830910598	45.888325	51.482118
29333	1	830912085	46.0101716154	51.577189821
31818	1	830947645	46.151442	51.473603
33898	1	831048380	45.907423	51.59812
38888	1	831062822	46.117252	51.499867
47727	1	831150484	45.998051833	51.5242317875
36406	1	831261956	45.980187	51.604195
29723	1	831295723	45.936753	51.59427
37837	1	831319510	45.915697	51.494361
33333	1	831477618	46.15914	51.488798
41578	1	831477721	46.070306	51.581803
33333	1	831557608	45.953732	51.513786
36718	1	831615519	46.004271	51.605728
36666	1	831665076	46.0472508937	51.5485885836
34375	1	831731895	45.97954	51.520389
38653	1	831767155	45.966595	51.513702
48918	1	831988514	45.988164	51.53582
35294	1	832035786	46.116875	51.472481
30000	1	832096965	46.172642	51.498403
46511	1	832103064	45.953616	51.500293
44444	1	832104170	46.006959	51.606693
30000	1	832165407	45.900282	51.478539
47500	1	832218230	46.079577	51.584293
28750	1	832233339	46.1280630721	51.5845983852
41935	1	832239871	45.956858	51.599211
31372	1	832269383	45.988164	51.53582
47540	1	832307037	45.9834904147	51.5348082588
27659	1	832307788	45.9634186003	51.5113058839
42678	1	832314801	45.988775	51.510378
73333	1	832363131	46.017656	51.522047
25454	1	832370872	45.955313	51.513467
29729	1	832379095	46.1354763577	51.478979122
38000	1	832429917	45.997965	51.558957
47500	1	832464403	46.069005373	51.5716201174
49038	1	832470345	45.938047	51.501409
31746	1	832475090	45.925264	51.506667
37837	1	832599725	45.963326	51.568604
40593	1	832604751	45.9875103002	51.5111124519
37500	1	832616067	45.973926	51.603736
26562	1	832622872	46.114916	51.465883
37000	1	832637231	46.0147510258	51.6107121793
46875	1	832646494	46.0122952196	51.5392443677
40000	1	832738053	46.028983	51.522204
57031	1	832765533	45.980735	51.508259
25000	1	832780032	46.00304	51.568559
33593	1	832808431	46.078912	51.445679
39583	1	832846722	46.017207	51.60405
46530	1	832860259	45.969317	51.534032
70175	1	832918633	46.006229	51.533876
36250	1	832936005	46.010855	51.612294
55434	1	832953635	46.023989	51.536274
45138	1	832965678	45.971833	51.594013
35937	1	833004743	45.997156	51.614805
27450	1	833014103	45.885979627	51.4789271965
41071	1	833039454	46.054576	51.554197
35156	1	833111892	46.14094	51.471707
36842	1	833120202	46.0789249915	51.4457467268
65151	1	833190518	46.044021	51.53759
36666	1	833224431	45.906642	51.479442
40750	1	833258897	45.994605	51.610029
35456	1	833271477	46.135039	51.491546
49056	1	833271965	46.066847	51.570362
51041	1	833316294	45.938047	51.501409
39024	1	833322544	46.013559	51.605946
41891	1	833324833	45.988613	51.529321
25892	1	833329961	46.0472157619	51.5273824098
59259	1	833348620	45.982496	51.53438
33823	1	833355507	46.019084	51.601941
61538	1	833357305	45.989673	51.534952
36504	1	833383893	46.134383	51.474562
37111	1	833403606	46.1507982698	51.4739380087
43270	1	833438898	46.121564	51.482752
34090	1	833470672	45.972668	51.6107
31250	1	833492114	46.12116	51.487474
38336	1	833532003	45.9880687327	51.531228919
32142	1	833546441	46.076226	51.576072
39285	1	833555956	45.935271	51.495712
71739	1	833567622	46.004037	51.528183
34214	1	833639623	45.944209	51.496245
41509	1	833643657	45.988981	51.602629
43933	1	833646884	46.007559	51.543349
30645	1	833663286	46.137051	51.477154
30000	1	833698060	46.165842	51.493963
32500	1	833777745	45.883897	51.480396
68688	1	833802821	46.027825	51.530324
39285	1	833812258	46.063227	51.569735
70512	1	833830403	46.044776	51.535108
61702	1	833906677	45.969745164	51.5757877421
49250	1	833941596	46.1338061378	51.4785393094
37692	1	833971005	46.0162829519	51.6046557643
30555	1	834066074	46.1578579703	51.4842134099
43137	1	834072222	45.998153	51.537517
37386	1	834131254	46.149151	51.471207
37704	1	834177399	46.155619	51.475981
35522	1	834191372	46.033259	51.527718
36250	1	834214915	45.931485332	51.49330379
48571	1	834217739	46.009957	51.517626
43518	1	834226456	46.052968	51.531937
46774	1	834255390	46.0007362679	51.5361577549
53125	1	834279489	45.990131	51.560301
30508	1	834284649	45.97345	51.608116
40000	1	834364869	45.998153	51.537517
43750	1	834380952	45.956229	51.596687
34791	1	834492868	46.149771	51.479751
30000	1	834518030	45.908232	51.602466
53571	1	834556786	46.0110581116	51.5357264758
33333	1	834569057	45.984346	51.610421
41276	1	834642143	45.9726848765	51.5314130916
40476	1	834683718	46.1484149406	51.4803548561
66137	1	834732891	46.0242115183	51.5405639374
28571	1	834741811	45.937562	51.494097
46296	1	834760597	45.971312	51.527959
35576	1	834896624	46.137212	51.476783
26666	1	834929747	46.1553465925	51.4802478407
42087	1	835038959	45.971833	51.594013
37361	1	835044632	46.110011	51.504021
48780	1	835089693	46.075579	51.577471
43838	1	835089706	45.975417	51.570418
30434	1	835099698	45.925057	51.599261
38571	1	835124281	45.97212	51.577314
35584	1	835306117	46.1088174233	51.4729713977
37973	1	835421426	45.954998	51.498146
35555	1	835440403	45.960298	51.587254
41666	1	835491325	45.931094	51.593761
34920	1	835568452	46.034158	51.533103
58571	1	835573932	45.995782	51.536302
31561	1	835579449	46.0139909497	51.5673506915
40277	1	835592217	46.1213226614	51.4758931176
46052	1	835592273	46.1402325992	51.4747767181
37323	1	835599813	46.044174	51.529321
47945	1	835649764	46.070207	51.581461
50609	1	835656252	46.122893	51.495796
43421	1	835669020	45.9860319207	51.5855193269
44390	1	835766200	46.133331	51.47788
31428	1	835771278	45.951046	51.513573
28888	1	835778247	45.915032	51.609375
25438	1	835779608	45.912688	51.481411
27307	1	835789657	46.0004097811	51.5598325003
30384	1	835805073	46.154954	51.47445
47058	1	835844162	46.0001587059	51.5979268874
38888	1	835861985	46.147067	51.475617
46875	1	835885031	46.013667	51.539019
40116	1	835900012	46.130942	51.485696
33720	1	835917756	45.955744	51.506622
39090	1	835978855	46.0532684074	51.5318834673
57272	1	835989600	46.0422039881	51.530427537
36792	1	835995612	45.961367	51.580963
40909	1	836011213	45.945611	51.583459
59649	1	836017701	45.952779	51.502816
61250	1	836068442	46.011044	51.609593
34090	1	836112223	46.034158	51.533103
56521	1	836127027	46.030598614	51.5276315107
30000	1	836147819	45.928471	51.505905
28571	1	836184682	46.161135	51.478657
39677	1	836212636	45.984786	51.60396
37777	1	836212886	46.0003	51.551627
41891	1	836263374	46.113425	51.504772
56250	1	836290942	45.972749	51.531428
34375	1	836298995	45.934391	51.500624
27000	1	836311464	46.184464	51.433552
60000	1	836314888	46.015194	51.534896
48611	1	836359767	45.990751	51.516819
27941	1	836365615	45.92088	51.595294
36400	1	836374784	45.929351	51.494434
38333	1	836385534	45.963254	51.591932
52714	1	836418393	46.000022	51.560193
45744	1	836441429	46.019803	51.544548
45000	1	836466942	46.0164241706	51.6138241681
34259	1	836506343	46.12867	51.485388
39411	1	836547159	45.984795	51.530514
38513	1	836580893	46.0760560776	51.576105609
31000	1	836581586	46.0117016587	51.6042074463
37804	1	836597450	46.034158	51.533103
28571	1	836606327	45.975174	51.600738
31184	1	836712857	46.006301	51.612658
42253	1	836714655	45.9392230682	51.5006565634
34259	1	836738078	46.1384288182	51.4746416176
36875	1	836750447	46.123128	51.49625
30689	1	836755452	45.9492103404	51.511476713
45121	1	836756093	46.0196624577	51.5376920518
25423	1	836812864	45.969982	51.60617
27543	1	836838058	45.904603	51.474169
35964	1	836876769	45.9753	51.506017
41428	1	836946467	45.964395	51.56852
45454	1	836955349	46.034158	51.533103
34666	1	836964529	45.9277931746	51.5080499881
39666	1	836973779	46.0213902957	51.5546154578
42307	1	837048214	45.9939992343	51.6121327059
34615	1	837054021	46.0043724662	51.6079953157
33000	1	837078559	45.856749	51.587052
36666	1	837081574	46.15084	51.470652
34042	1	837084155	45.9621621693	51.5111958321
37153	1	837108268	45.976639	51.568111
33870	1	837130505	45.939673	51.501347
37358	1	837173022	45.9742607963	51.5883133665
30000	1	837208336	45.972569	51.58337
41666	1	837266095	46.1298628149	51.4766836943
38235	1	837269061	45.930429	51.477771
31521	1	837334272	46.13123	51.481406
30508	1	837401180	45.886636	51.478382
34000	1	837419745	46.165258	51.474798
26219	1	837461300	45.924896	51.58872
33833	1	837462863	45.9539947245	51.5830192211
29166	1	837471937	45.9632098296	51.5037869142
48484	1	837472504	46.022102	51.520063
47468	1	837526645	45.9984467382	51.5454812347
48148	1	837562780	46.010184	51.518044
38913	1	837568469	46.003759	51.541579
75961	1	837679979	46.025246	51.530178
42857	1	837723180	45.9987232808	51.5446393229
75324	1	837735096	46.059257	51.528122
32978	1	837737256	46.0812599224	51.578592416
52459	1	837756734	46.013245	51.601555
36956	1	837779419	45.9781783898	51.5700566755
31250	1	837841813	46.143177	51.474399
37250	1	837851611	45.955151	51.499228
28125	1	837870617	45.952442119	51.594634
45535	1	837871502	45.977097	51.563409
32812	1	837996378	45.970512	51.586073
35108	1	837997802	45.945207	51.496514
28823	1	838009893	46.005798	51.603015
31707	1	838039069	46.127358	51.584719
40625	1	838049065	46.049744	51.554136
57377	1	838120354	46.003103	51.535151
38372	1	838135030	46.121124	51.487811
30810	1	838152741	45.8916259114	51.4767654889
37857	1	838158580	46.018249	51.603966
40000	1	838171352	46.130035	51.473238
41500	1	838196108	46.12671	51.48301
40444	1	838219747	45.989197	51.602282
50000	1	838228876	45.985074	51.585748
45806	1	838263183	46.012338135	51.5453323162
38469	1	838290318	45.9761980524	51.5385784135
28571	1	838323332	46.0490718339	51.4145420411
50588	1	838331634	46.132317	51.477732
32812	1	838357902	46.120127	51.497815
36764	1	838376761	46.007442	51.600481
43437	1	838422168	45.998153	51.537517
32258	1	838564743	46.160111	51.48988
38478	1	838569945	45.984759	51.604771
45689	1	838609274	46.004334	51.607848
38888	1	838694842	45.941209	51.492858
48148	1	838716261	45.968994	51.536414
40000	1	838718746	45.952734	51.583073
30000	1	838771283	45.934768	51.5958061004
46153	1	838779010	46.011044	51.609593
40476	1	838832917	46.111009	51.470422
29848	1	838852249	45.946042	51.511455
59349	1	838884862	46.0098166944	51.519131488
33620	1	839048660	45.92503	51.59756
47500	1	839096359	46.018437	51.610337
57047	1	839193515	45.995144	51.518287
41935	1	839235712	46.007442	51.600481
32558	1	839283806	45.956936	51.599166
40967	1	839304848	45.989197	51.602271
38333	1	839371851	46.013416	51.61296
61250	1	839373150	46.0382	51.535915
41250	1	839409061	46.034158	51.533103
47872	1	839430399	46.015149	51.543607
39062	1	839434287	45.982217	51.586106
35000	1	839469729	45.980582	51.603244
40789	1	839497154	45.9739256212	51.612081724
42105	1	839526165	46.009957	51.517626
37321	1	839535236	46.006247	51.540565
39534	1	839543872	46.117009	51.494983
32758	1	839557874	46.0466135661	51.4080971669
30973	1	839565721	46.0192778307	51.601228912
40555	1	839578440	46.017225	51.604788
61255	1	839590237	46.014305	51.525656
72916	1	839615112	46.004037	51.528183
26724	1	839620291	45.964736	51.601767
38202	1	839646661	45.9369591005	51.5074214661
60000	1	839649683	45.997515	51.525908
63095	1	839651560	46.0287501585	51.5403822255
32307	1	839759793	46.0054335952	51.6072929174
30232	1	839809512	46.141785	51.468537
42857	1	839816436	46.0128004347	51.564018897
31578	1	839816595	45.8995601697	51.4739846083
30000	1	839924983	45.904531	51.596805
38684	1	839972654	46.076226	51.576072
66650	1	839989160	46.072731	51.575327
40566	1	839996278	45.9701919414	51.5886975089
40000	1	840044051	45.971195	51.569483
60000	1	840068971	46.038497	51.524205
41005	1	840073269	45.9575134725	51.4977682726
35571	1	840083434	46.1259514577	51.4839904801
45000	1	840128807	46.0177579867	51.5293024671
31896	1	840131481	45.916757	51.505428
25862	1	840135322	46.020944	51.600833
41578	1	840166823	45.974941	51.600229
41071	1	840181309	46.1191189236	51.4703339135
36666	1	840186741	45.955142176	51.4993005381
47777	1	840188536	46.019246	51.535064
30952	1	840218271	45.945961	51.514661
34210	1	840222849	45.93634	51.49874
30769	1	840223347	46.178158	51.506034
41666	1	840224875	45.983187	51.508209
40434	1	840236961	45.9856203016	51.611354629
50961	1	840239564	46.0217582489	51.5244608475
35000	1	840245035	45.988651284	51.5108243005
42187	1	840252447	46.064665	51.572674
30208	1	840275553	45.916451	51.607523
31536	1	840376644	45.885478	51.47951
37500	1	840384110	46.1250799312	51.4721641792
29069	1	840387955	45.9347225741	51.4917148335
36944	1	840446675	46.020333	51.566191
48684	1	840457173	45.9560693005	51.4995415732
37500	1	840460812	45.993877	51.60702
51455	1	840522762	45.952824	51.502743
31701	1	840558460	46.004522	51.537657
36923	1	840575086	46.003094	51.51493
34677	1	840621202	46.1396680456	51.4879004723
43085	1	840640306	46.1245305834	51.4990419289
50769	1	840662602	46.071213	51.576659
73846	1	840666298	45.9966096613	51.5239339088
32258	1	840677439	46.013173	51.567943
28703	1	840722609	45.95975	51.591344
27419	1	840726526	45.919964	51.470197
40641	1	840830481	46.034158	51.533103
38596	1	840852175	45.924357	51.474523
53064	1	840969660	46.131589	51.489325
73943	1	840985215	46.004037	51.528183
47222	1	841000847	46.065105	51.574241
45000	1	841001771	45.995458	51.523504
31350	1	841028950	45.914053	51.607713
50943	1	841031123	45.988757	51.557849
48367	1	841032711	46.0675417856	51.5751488966
27439	1	841120923	46.0698620185	51.5846297202
31250	1	841159622	46.126783	51.485489
44262	1	841261791	45.958547	51.582547
31081	1	841269968	45.934588	51.50771
52884	1	841276452	46.02027	51.528385
46640	1	841350496	46.008628	51.545108
55555	1	841375627	45.9660716445	51.5794065822
49411	1	841378485	45.97451	51.568022
32258	1	841400426	45.945470845	51.4932637084
49019	1	841441421	46.131831457	51.4822638669
58064	1	841481827	45.997201	51.544329
38709	1	841489186	46.123819	51.474422
44776	1	841531535	45.998045	51.522697
47500	1	841560375	46.127313	51.475981
42500	1	841579004	46.013559	51.605946
37500	1	841610561	46.0027984233	51.6062138046
36538	1	841669863	45.991712	51.560979
41228	1	841736152	46.026594	51.54215
32222	1	841738386	45.9715874471	51.6033476653
30000	1	841747062	45.919174	51.470708
42187	1	841781224	46.027672	51.566242
40000	1	841795533	45.945808	51.510322
43229	1	841833348	45.977097	51.563409
36046	1	841840038	45.91699	51.496833
34625	1	841845866	45.996662	51.598618
28813	1	841852497	46.1406348176	51.4735347054
60576	1	841870341	46.052106	51.532358
41379	1	841905091	46.110622	51.577532
28813	1	841912246	46.034158	51.533103
74285	1	841951655	46.031184	51.525499
47297	1	841958014	46.017081	51.525516
